RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         3289     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  329  338     0     0  con    0  1.0D+00  3.6D-01  2.999D-04  4.637D-01
  330  339     0     0  con    0  1.0D+00  5.2D-02  2.102D-04  4.637D-01
  331  340     0     0  con    0  1.0D+00  6.0D-02  1.081D-04  4.637D-01
  332  341     0     0  con    0  1.0D+00  8.1D-02  1.138D-04  4.637D-01
  333  342     0     0  con    0  1.0D+00  1.4D-01  2.456D-04  4.637D-01
  334  343     0     0  con    0  1.0D+00  1.0D-01  2.157D-04  4.637D-01
  335  344     0     0  con    0  1.0D+00  8.3D-02  2.224D-04  4.637D-01
  336  345     0     0  con    0  1.0D+00  2.1D-01  4.398D-04  4.636D-01
  337  346     0     0  con    0  1.0D+00  2.8D-01  6.642D-04  4.636D-01
  338  347     0     0  con    0  1.0D+00  7.0D-01  1.049D-03  4.635D-01
  339  348     0     0  con    0  1.0D+00  1.2D+00  1.156D-03  4.633D-01
  340  349     0     0  con    0  1.0D+00  1.6D+00  9.023D-04  4.630D-01
  341  351     0     0  con    1  4.9D-01  1.4D+00  1.022D-03  4.628D-01
  342  352     0     0  con    0  1.0D+00  9.3D-01  4.184D-04  4.626D-01
  343  353     0     0  con    0  1.0D+00  2.2D-01  3.792D-04  4.626D-01
  344  354     0     0  con    0  1.0D+00  3.4D-01  5.322D-04  4.625D-01
  345  355     0     0  con    0  1.0D+00  3.1D-01  4.528D-04  4.625D-01
  346  356     0     0  con    0  1.0D+00  1.1D-01  1.012D-04  4.625D-01
  347  357     0     0  con    0  1.0D+00  7.2D-02  9.844D-05  4.625D-01
  348  358     0     0  con    0  1.0D+00  1.0D-01  1.999D-04  4.625D-01
  349  359     0     0  con    0  1.0D+00  2.0D-01  2.755D-04  4.625D-01
  350  360     0     0  con    0  1.0D+00  5.5D-01  7.494D-04  4.624D-01
  351  361     0     0  con    0  1.0D+00  7.7D-01  7.017D-04  4.624D-01
  352  362     0     0  con    0  1.0D+00  1.4D+00  1.276D-03  4.622D-01
  353  363     0     0  con    0  1.0D+00  1.5D+00  9.080D-04  4.621D-01
  354  364     0     0  con    0  1.0D+00  3.0D-01  4.195D-04  4.620D-01
  355  365     0     0  con    0  1.0D+00  9.9D-02  2.101D-04  4.620D-01
  356  366     0     0  con    0  1.0D+00  1.3D-01  1.194D-04  4.620D-01
  357  367     0     0  con    0  1.0D+00  4.8D-01  3.826D-04  4.620D-01
  358  368     0     0  con    0  1.0D+00  1.6D-01  2.128D-04  4.619D-01
  359  369     0     0  con    0  1.0D+00  1.6D-01  1.653D-04  4.619D-01
  360  370     0     0  con    0  1.0D+00  2.3D-01  9.759D-05  4.619D-01
  361  371     0     0  con    0  1.0D+00  3.4D-01  2.731D-04  4.619D-01
  362  372     0     0  con    0  1.0D+00  4.8D-01  2.419D-04  4.619D-01
  363  373     0     0  con    0  1.0D+00  4.7D-01  3.943D-04  4.618D-01
  364  374     0     0  con    0  1.0D+00  8.6D-01  5.989D-04  4.618D-01
  365  375     0     0  con    0  1.0D+00  2.4D-01  4.255D-04  4.617D-01
  366  376     0     0  con    0  1.0D+00  2.7D-01  1.961D-04  4.617D-01
  367  377     0     0  con    0  1.0D+00  1.2D-01  2.020D-04  4.617D-01
  368  378     0     0  con    0  1.0D+00  1.1D-01  1.997D-04  4.617D-01
  369  379     0     0  con    0  1.0D+00  1.9D-01  2.412D-04  4.617D-01
  370  380     0     0  con    0  1.0D+00  5.4D-01  3.503D-04  4.617D-01
  371  381     0     0  con    0  1.0D+00  6.6D-01  4.460D-04  4.616D-01
  372  382     0     0  con    0  1.0D+00  1.1D+00  5.134D-04  4.615D-01
  373  383     0     0  con    0  1.0D+00  1.4D+00  7.800D-04  4.613D-01
  374  384     0     0  con    0  1.0D+00  1.6D+00  8.250D-04  4.612D-01
  375  385     0     0  con    0  1.0D+00  8.1D-01  3.406D-04  4.610D-01
  376  386     0     0  con    0  1.0D+00  6.1D-01  7.904D-05  4.610D-01
  377  387     0     0  con    0  1.0D+00  1.8D-01  1.072D-04  4.610D-01
  378  388     0     0  con    0  1.0D+00  5.4D-02  6.803D-05  4.610D-01
  379  389     0     0  con    0  1.0D+00  8.8D-02  2.131D-04  4.610D-01
  380  390     0     0  con    0  1.0D+00  1.5D-01  3.661D-04  4.610D-01
  381  391     0     0  con    0  1.0D+00  2.3D-01  4.858D-04  4.609D-01
  382  392     0     0  con    0  1.0D+00  5.8D-01  8.358D-04  4.608D-01
  383  393     0     0  con    0  1.0D+00  1.2D+00  1.284D-03  4.607D-01
  384  394     0     0  con    0  1.0D+00  1.3D+00  1.147D-03  4.604D-01
  385  395     0     0  con    0  1.0D+00  1.6D+00  1.158D-03  4.603D-01
  386  396     0     0  con    0  1.0D+00  4.7D-01  2.312D-04  4.602D-01
  387  397     0     0  con    0  1.0D+00  2.3D-01  7.734D-05  4.602D-01
  388  398     0     0  con    0  1.0D+00  3.9D-02  8.010D-05  4.602D-01
  389  399     0     0  con    0  1.0D+00  4.2D-02  1.085D-04  4.602D-01
  390  400     0     0  con    0  1.0D+00  6.4D-02  1.757D-04  4.602D-01
  391  401     0     0  con    0  1.0D+00  1.1D-01  3.771D-04  4.602D-01
  392  402     0     0  con    0  1.0D+00  2.4D-01  5.838D-04  4.601D-01
  393  403     0     0  con    0  1.0D+00  4.9D-01  7.705D-04  4.601D-01
  394  404     0     0  con    0  1.0D+00  7.2D-01  7.912D-04  4.599D-01
  395  405     0     0  con    0  1.0D+00  6.8D-01  5.968D-04  4.598D-01
  396  406     0     0  con    0  1.0D+00  2.4D-01  3.029D-04  4.598D-01
  397  407     0     0  con    0  1.0D+00  7.8D-02  2.625D-04  4.598D-01
  398  408     0     0  con    0  1.0D+00  3.8D-02  2.184D-04  4.598D-01
  399  409     0     0  con    0  1.0D+00  7.6D-02  3.312D-04  4.598D-01
  400  410     0     0  con    0  1.0D+00  1.8D-01  5.839D-04  4.598D-01
  401  411     0     0  con    0  1.0D+00  3.8D-01  7.689D-04  4.597D-01
  402  412     0     0  con    0  1.0D+00  9.6D-01  7.990D-04  4.597D-01
  403  413     0     0  con    0  1.0D+00  5.5D-01  5.831D-04  4.596D-01
  404  414     0     0  con    0  1.0D+00  1.8D-01  2.688D-04  4.596D-01
  405  415     0     0  con    0  1.0D+00  1.4D-01  2.038D-04  4.596D-01
  406  416     0     0  con    0  1.0D+00  5.5D-02  1.273D-04  4.596D-01
  407  417     0     0  con    0  1.0D+00  3.0D-02  7.876D-05  4.596D-01
  408  418     0     0  con    0  1.0D+00  1.2D-01  1.586D-04  4.596D-01
  409  419     0     0  con    0  1.0D+00  9.6D-02  2.533D-04  4.596D-01
  410  420     0     0  con    0  1.0D+00  8.5D-02  2.663D-04  4.596D-01
  411  421     0     0  con    0  1.0D+00  2.3D-01  2.100D-04  4.595D-01
  412  422     0     0  con    0  1.0D+00  2.5D-01  2.353D-04  4.595D-01
  413  423     0     0  con    0  1.0D+00  1.0D-01  1.511D-04  4.595D-01
  414  424     0     0  con    0  1.0D+00  2.5D-01  2.661D-04  4.595D-01
  415  425     0     0  con    0  1.0D+00  2.0D-01  2.572D-04  4.595D-01
  416  427     0     0  con    1  4.5D-01  2.6D-01  2.999D-04  4.595D-01
  417  428     0     0  con    0  1.0D+00  2.1D-01  2.523D-04  4.595D-01
  418  429     0     0  con    0  1.0D+00  1.0D-01  2.181D-04  4.594D-01
  419  430     0     0  con    0  1.0D+00  2.7D-01  3.438D-04  4.594D-01
  420  431     0     0  con    0  1.0D+00  4.4D-01  4.446D-04  4.594D-01
  421  432     0     0  con    0  1.0D+00  9.1D-01  6.230D-04  4.593D-01
  422  433     0     0  con    0  1.0D+00  1.1D+00  8.588D-04  4.593D-01
  423  434     0     0  con    0  1.0D+00  5.2D-02  5.826D-04  4.593D-01
  424  435     0     0  con    0  1.0D+00  6.8D-02  2.159D-04  4.592D-01
  425  436     0     0  con    0  1.0D+00  1.2D-01  1.796D-04  4.592D-01
  426  437     0     0  con    0  1.0D+00  2.4D-01  2.839D-04  4.592D-01
  427  438     0     0  con    0  1.0D+00  6.0D-02  2.422D-04  4.592D-01
  428  439     0     0  con    0  1.0D+00  9.8D-02  1.748D-04  4.592D-01
  429  440     0     0  con    0  1.0D+00  1.9D-01  1.599D-04  4.592D-01
  430  441     0     0  con    0  1.0D+00  3.3D-01  1.690D-04  4.592D-01
  431  443     0     0  con    1  3.5D-01  2.9D-01  3.083D-04  4.592D-01
  432  444     0     0  con    0  1.0D+00  2.5D-01  1.199D-04  4.592D-01
  433  445     0     0  con    0  1.0D+00  1.2D-01  2.609D-04  4.592D-01
  434  446     0     0  con    0  1.0D+00  8.6D-02  4.649D-04  4.591D-01
  435  447     0     0  con    0  1.0D+00  1.8D-01  6.468D-04  4.591D-01
  436  448     0     0  con    0  1.0D+00  4.1D-01  5.469D-04  4.591D-01
  437  450     0     0  con    1  5.0D-01  3.0D-01  6.002D-04  4.591D-01
  438  451     0     0  con    0  1.0D+00  1.3D-01  3.096D-04  4.591D-01
  439  452     0     0  con    0  1.0D+00  8.6D-02  1.476D-04  4.590D-01
  440  453     0     0  con    0  1.0D+00  2.3D-02  9.345D-05  4.590D-01
  441  454     0     0  con    0  1.0D+00  4.0D-02  1.315D-04  4.590D-01
  442  455     0     0  con    0  1.0D+00  5.4D-02  3.367D-04  4.590D-01
  443  456     0     0  con    0  1.0D+00  2.8D-02  3.643D-04  4.590D-01
  444  457     0     0  con    0  1.0D+00  2.4D-01  4.742D-04  4.590D-01
  445  458     0     0  con    0  1.0D+00  2.9D-01  6.193D-04  4.589D-01
  446  459     0     0  con    0  1.0D+00  9.0D-01  8.925D-04  4.588D-01
  447  460     0     0  con    0  1.0D+00  1.1D+00  1.075D-03  4.588D-01
  448  461     0     0  con    0  1.0D+00  1.6D-01  3.026D-04  4.587D-01
  449  462     0     0  con    0  1.0D+00  7.4D-02  7.743D-05  4.587D-01
  450  463     0     0  con    0  1.0D+00  5.0D-02  6.790D-05  4.587D-01
  451  464     0     0  con    0  1.0D+00  7.3D-02  1.899D-04  4.587D-01
  452  465     0     0  con    0  1.0D+00  6.3D-02  1.555D-04  4.587D-01
  453  466     0     0  con    0  1.0D+00  1.8D-01  2.035D-04  4.587D-01
  454  467     0     0  con    0  1.0D+00  2.4D-01  3.255D-04  4.587D-01
  455  468     0     0  con    0  1.0D+00  1.4D-01  1.097D-04  4.586D-01
  456  469     0     0  con    0  1.0D+00  4.2D-02  9.343D-05  4.586D-01
  457  470     0     0  con    0  1.0D+00  2.9D-02  1.091D-04  4.586D-01
  458  471     0     0  con    0  1.0D+00  1.9D-02  1.532D-04  4.586D-01
  459  472     0     0  con    0  1.0D+00  5.0D-02  2.667D-04  4.586D-01
  460  473     0     0  con    0  1.0D+00  1.2D-01  4.679D-04  4.586D-01
  461  474     0     0  con    0  1.0D+00  1.2D-01  5.336D-04  4.586D-01
  462  475     0     0  con    0  1.0D+00  3.1D-01  5.018D-04  4.586D-01
  463  476     0     0  con    0  1.0D+00  2.6D-01  5.267D-04  4.586D-01
  464  477     0     0  con    0  1.0D+00  3.5D-02  2.423D-04  4.585D-01
  465  478     0     0  con    0  1.0D+00  3.8D-02  1.648D-04  4.585D-01
  466  479     0     0  con    0  1.0D+00  1.1D-01  1.700D-04  4.585D-01
  467  480     0     0  con    0  1.0D+00  1.6D-01  2.832D-04  4.585D-01
  468  481     0     0  con    0  1.0D+00  2.8D-01  4.583D-04  4.585D-01
  469  482     0     0  con    0  1.0D+00  8.3D-02  4.391D-04  4.585D-01
  470  483     0     0  con    0  1.0D+00  2.0D-01  3.520D-04  4.585D-01
  471  484     0     0  con    0  1.0D+00  3.4D-01  2.965D-04  4.584D-01
  472  485     0     0  con    0  1.0D+00  5.3D-01  2.456D-04  4.584D-01
  473  487     0     0  con    1  2.0D-01  1.6D-01  3.150D-04  4.584D-01
  474  488     0     0  con    0  1.0D+00  1.5D-01  1.308D-04  4.584D-01
  475  489     0     0  con    0  1.0D+00  2.2D-02  6.445D-05  4.584D-01
  476  490     0     0  con    0  1.0D+00  1.2D-02  5.675D-05  4.584D-01
  477  491     0     0  con    0  1.0D+00  2.0D-02  1.529D-04  4.584D-01
  478  492     0     0  con    0  1.0D+00  8.9D-02  3.235D-04  4.584D-01
  479  493     0     0  con    0  1.0D+00  2.7D-01  5.476D-04  4.584D-01
  480  494     0     0  con    0  1.0D+00  5.7D-01  7.284D-04  4.583D-01
  481  495     0     0  con    0  1.0D+00  6.8D-01  5.777D-04  4.583D-01
  482  496     0     0  con    0  1.0D+00  4.1D-01  3.178D-04  4.583D-01
  483  497     0     0  con    0  1.0D+00  8.0D-02  1.341D-04  4.582D-01
  484  498     0     0  con    0  1.0D+00  7.8D-02  6.282D-05  4.582D-01
  485  499     0     0  con    0  1.0D+00  1.2D-01  1.258D-04  4.582D-01
  486  500     0     0  con    0  1.0D+00  1.3D-01  2.576D-04  4.582D-01
  487  501     0     0  con    0  1.0D+00  2.9D-02  1.261D-04  4.582D-01
  488  502     0     0  con    0  1.0D+00  1.2D-01  7.378D-05  4.582D-01
  489  503     0     0  con    0  1.0D+00  6.3D-02  9.961D-05  4.582D-01
  490  504     0     0  con    0  1.0D+00  1.6D-01  1.128D-04  4.582D-01
  491  506     0     0  con    1  5.2D-01  9.1D-02  1.190D-04  4.582D-01
  492  507     0     0  con    0  1.0D+00  1.0D-01  7.760D-05  4.582D-01
  493  508     0     0  con    0  1.0D+00  3.5D-02  5.791D-05  4.582D-01
  494  509     0     0  con    0  1.0D+00  4.7D-02  1.242D-04  4.582D-01
  495  510     0     0  con    0  1.0D+00  1.0D-01  2.068D-04  4.582D-01
  496  511     0     0  con    0  1.0D+00  2.9D-01  3.116D-04  4.582D-01
  497  512     0     0  con    0  1.0D+00  9.0D-01  4.909D-04  4.582D-01
  498  513     0     0  con    0  1.0D+00  2.9D-01  3.998D-04  4.581D-01
  499  514     0     0  con    0  1.0D+00  3.3D-01  1.945D-04  4.581D-01
  500  515     0     0  con    0  1.0D+00  4.0D-01  2.471D-04  4.581D-01
  501  516     0     0  con    0  1.0D+00  5.6D-01  4.286D-04  4.581D-01
  502  517     0     0  con    0  1.0D+00  1.3D-01  4.055D-04  4.580D-01
  503  518     0     0  con    0  1.0D+00  9.9D-02  3.349D-04  4.580D-01
  504  519     0     0  con    0  1.0D+00  2.7D-01  2.856D-04  4.580D-01
  505  520     0     0  con    0  1.0D+00  3.3D-01  4.092D-04  4.580D-01
  506  522     0     0  con    1  4.2D-01  2.3D-01  2.889D-04  4.579D-01
  507  523     0     0  con    0  1.0D+00  9.1D-02  2.154D-04  4.579D-01
  508  524     0     0  con    0  1.0D+00  2.6D-02  1.505D-04  4.579D-01
  509  525     0     0  con    0  1.0D+00  4.0D-02  1.279D-04  4.579D-01
  510  526     0     0  con    0  1.0D+00  1.9D-01  1.428D-04  4.579D-01
  511  527     0     0  con    0  1.0D+00  2.0D-01  1.787D-04  4.579D-01
  512  528     0     0  con    0  1.0D+00  1.3D-01  1.541D-04  4.579D-01
  513  529     0     0  con    0  1.0D+00  2.3D-01  1.521D-04  4.579D-01
  514  530     0     0  con    0  1.0D+00  4.2D-02  1.336D-04  4.579D-01
  515  531     0     0  con    0  1.0D+00  2.0D-02  1.163D-04  4.579D-01
  516  532     0     0  con    0  1.0D+00  7.0D-02  1.648D-04  4.579D-01
  517  533     0     0  con    0  1.0D+00  7.1D-02  2.268D-04  4.579D-01
  518  534     0     0  con    0  1.0D+00  1.2D-01  2.647D-04  4.579D-01
  519  535     0     0  con    0  1.0D+00  2.9D-01  2.503D-04  4.579D-01
  520  536     0     0  con    0  1.0D+00  2.2D-01  1.606D-04  4.579D-01
  521  537     0     0  con    0  1.0D+00  8.0D-02  8.631D-05  4.579D-01
  522  538     0     0  con    0  1.0D+00  1.1D-01  7.652D-05  4.579D-01
  523  539     0     0  con    0  1.0D+00  1.4D-01  8.873D-05  4.578D-01
  524  540     0     0  con    0  1.0D+00  2.6D-01  1.138D-04  4.578D-01
  525  541     0     0  con    0  1.0D+00  4.4D-01  2.206D-04  4.578D-01
  526  542     0     0  con    0  1.0D+00  1.0D-01  1.646D-04  4.578D-01
  527  543     0     0  con    0  1.0D+00  9.3D-02  1.586D-04  4.578D-01
  528  544     0     0  con    0  1.0D+00  1.9D-01  2.204D-04  4.578D-01
  529  545     0     0  con    0  1.0D+00  2.8D-01  2.572D-04  4.578D-01
  530  546     0     0  con    0  1.0D+00  4.9D-01  4.293D-04  4.578D-01
  531  547     0     0  con    0  1.0D+00  1.0D-01  2.313D-04  4.578D-01
  532  548     0     0  con    0  1.0D+00  3.8D-02  1.505D-04  4.578D-01
  533  549     0     0  con    0  1.0D+00  4.2D-02  9.978D-05  4.578D-01
  534  550     0     0  con    0  1.0D+00  1.2D-01  1.401D-04  4.578D-01
  535  551     0     0  con    0  1.0D+00  4.9D-02  1.314D-04  4.578D-01
  536  552     0     0  con    0  1.0D+00  6.3D-02  1.425D-04  4.578D-01
  537  553     0     0  con    0  1.0D+00  1.1D-01  1.214D-04  4.578D-01
  538  554     0     0  con    0  1.0D+00  2.4D-01  1.220D-04  4.578D-01
  539  555     0     0  con    0  1.0D+00  2.8D-01  2.944D-04  4.578D-01
  540  556     0     0  con    0  1.0D+00  2.7D-02  9.693D-05  4.578D-01
  541  557     0     0  con    0  1.0D+00  2.2D-02  1.152D-04  4.577D-01
  542  558     0     0  con    0  1.0D+00  3.6D-02  1.460D-04  4.577D-01
  543  559     0     0  con    0  1.0D+00  7.6D-02  2.019D-04  4.577D-01
  544  560     0     0  con    0  1.0D+00  2.3D-01  2.744D-04  4.577D-01
  545  561     0     0  con    0  1.0D+00  2.1D-01  2.452D-04  4.577D-01
  546  562     0     0  con    0  1.0D+00  9.8D-02  1.557D-04  4.577D-01
  547  563     0     0  con    0  1.0D+00  2.7D-01  2.669D-04  4.577D-01
  548  564     0     0  con    0  1.0D+00  1.2D-01  2.323D-04  4.577D-01
  549  565     0     0  con    0  1.0D+00  1.2D-01  2.122D-04  4.577D-01
  550  566     0     0  con    0  1.0D+00  1.0D+00  2.913D-04  4.576D-01
  551  568     0     0  con    1  3.7D-01  3.8D-01  3.234D-04  4.576D-01
  552  569     0     0  con    0  1.0D+00  3.5D-01  3.027D-04  4.576D-01
  553  570     0     0  con    0  1.0D+00  6.6D-01  1.600D-04  4.576D-01
  554  571     0     0  con    0  1.0D+00  1.4D-01  1.882D-04  4.576D-01
  555  572     0     0  con    0  1.0D+00  3.7D-02  1.426D-04  4.576D-01
  556  573     0     0  con    0  1.0D+00  2.6D-02  1.433D-04  4.576D-01
  557  574     0     0  con    0  1.0D+00  6.2D-02  1.408D-04  4.576D-01
  558  575     0     0  con    0  1.0D+00  9.7D-02  2.362D-04  4.576D-01
  559  576     0     0  con    0  1.0D+00  2.1D-01  3.064D-04  4.576D-01
  560  577     0     0  con    0  1.0D+00  2.6D-01  2.614D-04  4.575D-01
  561  579     0     0  con    1  2.3D-01  1.0D-01  2.151D-04  4.575D-01
  562  580     0     0  con    0  1.0D+00  1.3D-01  1.122D-04  4.575D-01
  563  581     0     0  con    0  1.0D+00  5.3D-02  1.067D-04  4.575D-01
  564  582     0     0  con    0  1.0D+00  3.5D-02  9.565D-05  4.575D-01
  565  583     0     0  con    0  1.0D+00  5.3D-02  1.473D-04  4.575D-01
  566  584     0     0  con    0  1.0D+00  8.5D-02  2.322D-04  4.575D-01
  567  585     0     0  con    0  1.0D+00  1.7D-01  3.872D-04  4.575D-01
  568  586     0     0  con    0  1.0D+00  4.0D-01  6.172D-04  4.575D-01
  569  587     0     0  con    0  1.0D+00  1.1D+00  1.068D-03  4.575D-01
  570  588     0     0  con    0  1.0D+00  4.9D-02  7.405D-04  4.574D-01
  571  589     0     0  con    0  1.0D+00  2.3D-01  4.493D-04  4.574D-01
  572  590     0     0  con    0  1.0D+00  3.8D-01  1.737D-04  4.573D-01
  573  591     0     0  con    0  1.0D+00  2.1D-01  1.389D-04  4.573D-01
  574  592     0     0  con    0  1.0D+00  1.1D-01  1.504D-04  4.573D-01
  575  593     0     0  con    0  1.0D+00  5.3D-02  8.649D-05  4.573D-01
  576  594     0     0  con    0  1.0D+00  2.8D-02  6.213D-05  4.573D-01
  577  595     0     0  con    0  1.0D+00  8.0D-02  9.201D-05  4.573D-01
  578  596     0     0  con    0  1.0D+00  8.9D-02  1.311D-04  4.573D-01
  579  597     0     0  con    0  1.0D+00  1.9D-01  1.952D-04  4.573D-01
  580  599     0     0  con    1  3.1D-01  1.4D-01  3.257D-04  4.573D-01
  581  600     0     0  con    0  1.0D+00  1.6D-01  1.910D-04  4.573D-01
  582  601     0     0  con    0  1.0D+00  1.0D-01  8.111D-05  4.573D-01
  583  602     0     0  con    0  1.0D+00  4.7D-02  1.265D-04  4.573D-01
  584  603     0     0  con    0  1.0D+00  3.5D-02  1.208D-04  4.573D-01
  585  604     0     0  con    0  1.0D+00  4.8D-02  2.225D-04  4.573D-01
  586  605     0     0  con    0  1.0D+00  1.1D-01  3.962D-04  4.573D-01
  587  606     0     0  con    0  1.0D+00  2.1D-01  6.059D-04  4.573D-01
  588  607     0     0  con    0  1.0D+00  2.8D-01  7.011D-04  4.572D-01
  589  608     0     0  con    0  1.0D+00  8.3D-01  6.386D-04  4.572D-01
  590  610     0     0  con    1  2.9D-01  4.1D-01  5.119D-04  4.572D-01
  591  611     0     0  con    0  1.0D+00  2.0D-01  2.705D-04  4.571D-01
  592  612     0     0  con    0  1.0D+00  4.8D-02  7.222D-05  4.571D-01
  593  613     0     0  con    0  1.0D+00  1.0D-02  9.360D-05  4.571D-01
  594  614     0     0  con    0  1.0D+00  4.8D-03  5.689D-05  4.571D-01
  595  615     0     0  con    0  1.0D+00  1.4D-02  2.735D-05  4.571D-01
  596  616     0     0  con    0  1.0D+00  3.9D-02  4.988D-05  4.571D-01
  597  617     0     0  con    0  1.0D+00  7.2D-02  8.845D-05  4.571D-01
  598  618     0     0  con    0  1.0D+00  1.5D-01  3.426D-04  4.571D-01
  599  619     0     0  con    0  1.0D+00  8.5D-02  9.714D-05  4.571D-01
  600  620     0     0  con    0  1.0D+00  4.7D-02  6.416D-05  4.571D-01
  601  621     0     0  con    0  1.0D+00  6.3D-02  1.018D-04  4.571D-01
  602  622     0     0  con    0  1.0D+00  3.1D-02  1.358D-04  4.571D-01
  603  623     0     0  con    0  1.0D+00  6.6D-02  2.527D-04  4.571D-01
  604  624     0     0  con    0  1.0D+00  6.5D-02  3.492D-04  4.571D-01
  605  625     0     0  con    0  1.0D+00  2.2D-01  4.960D-04  4.571D-01
  606  626     0     0  con    0  1.0D+00  3.6D-01  5.588D-04  4.571D-01
  607  627     0     0  con    0  1.0D+00  5.1D-02  3.879D-04  4.570D-01
  608  628     0     0  con    0  1.0D+00  5.8D-02  2.115D-04  4.570D-01
  609  629     0     0  con    0  1.0D+00  7.6D-02  2.059D-04  4.570D-01
  610  630     0     0  con    0  1.0D+00  2.2D-01  2.513D-04  4.570D-01
  611  631     0     0  con    0  1.0D+00  5.1D-01  4.249D-04  4.570D-01
  612  632     0     0  con    0  1.0D+00  4.7D-01  4.604D-04  4.570D-01
  613  633     0     0  con    0  1.0D+00  8.3D-01  3.730D-04  4.569D-01
  614  634     0     0  con    0  1.0D+00  3.9D-02  2.053D-04  4.569D-01
  615  635     0     0  con    0  1.0D+00  7.3D-02  1.255D-04  4.569D-01
  616  636     0     0  con    0  1.0D+00  2.6D-01  2.124D-04  4.569D-01
  617  637     0     0  con    0  1.0D+00  5.0D-01  3.809D-04  4.569D-01
  618  638     0     0  con    0  1.0D+00  7.8D-02  2.546D-04  4.569D-01
  619  639     0     0  con    0  1.0D+00  1.9D-01  1.453D-04  4.569D-01
  620  640     0     0  con    0  1.0D+00  1.2D-01  9.809D-05  4.569D-01
  621  641     0     0  con    0  1.0D+00  8.2D-02  7.664D-05  4.569D-01
  622  642     0     0  con    0  1.0D+00  3.8D-02  7.525D-05  4.569D-01
  623  643     0     0  con    0  1.0D+00  3.8D-02  5.965D-05  4.569D-01
  624  644     0     0  con    0  1.0D+00  1.1D-01  1.215D-04  4.568D-01
  625  645     0     0  con    0  1.0D+00  9.7D-02  1.813D-04  4.568D-01
  626  646     0     0  con    0  1.0D+00  4.0D-02  1.983D-04  4.568D-01
  627  647     0     0  con    0  1.0D+00  5.9D-01  2.013D-04  4.568D-01
  628  648     0     0  con    0  1.0D+00  6.1D-01  4.080D-04  4.568D-01
  629  649     0     0  con    0  1.0D+00  4.3D-01  1.792D-04  4.568D-01
  630  650     0     0  con    0  1.0D+00  9.4D-02  1.478D-04  4.568D-01
  631  651     0     0  con    0  1.0D+00  1.2D-01  1.509D-04  4.568D-01
  632  652     0     0  con    0  1.0D+00  1.9D-01  1.455D-04  4.567D-01
  633  653     0     0  con    0  1.0D+00  3.3D-01  1.769D-04  4.567D-01
  634  654     0     0  con    0  1.0D+00  1.7D-01  1.062D-04  4.567D-01
  635  655     0     0  con    0  1.0D+00  4.8D-02  8.749D-05  4.567D-01
  636  656     0     0  con    0  1.0D+00  2.9D-02  8.417D-05  4.567D-01
  637  657     0     0  con    0  1.0D+00  4.5D-02  1.171D-04  4.567D-01
  638  658     0     0  con    0  1.0D+00  8.2D-02  1.420D-04  4.567D-01
  639  659     0     0  con    0  1.0D+00  1.0D-01  1.714D-04  4.567D-01
  640  660     0     0  con    0  1.0D+00  1.8D-01  2.072D-04  4.567D-01
  641  661     0     0  con    0  1.0D+00  1.0D-01  1.554D-04  4.567D-01
  642  662     0     0  con    0  1.0D+00  1.8D-01  1.018D-04  4.567D-01
  643  663     0     0  con    0  1.0D+00  2.2D-01  1.892D-04  4.567D-01
  644  664     0     0  con    0  1.0D+00  1.3D-02  5.319D-05  4.567D-01
  645  665     0     0  con    0  1.0D+00  2.0D-02  3.746D-05  4.567D-01
  646  666     0     0  con    0  1.0D+00  3.4D-02  5.956D-05  4.567D-01
  647  667     0     0  con    0  1.0D+00  7.4D-02  2.611D-04  4.567D-01
  648  668     0     0  con    0  1.0D+00  5.0D-02  1.715D-04  4.567D-01
  649  669     0     0  con    0  1.0D+00  2.5D-01  1.383D-04  4.567D-01
  650  670     0     0  con    0  1.0D+00  2.0D-01  1.014D-04  4.567D-01
  651  672     0     0  con    1  1.7D-01  3.0D-02  8.721D-05  4.567D-01
  652  673     0     0  con    0  1.0D+00  7.8D-02  2.642D-05  4.567D-01
  653  674     0     0  con    0  1.0D+00  1.3D-02  2.818D-05  4.567D-01
  654  675     0     0  con    0  1.0D+00  4.9D-02  7.404D-05  4.567D-01
  655  676     0     0  con    0  1.0D+00  8.4D-02  9.859D-05  4.567D-01
  656  677     0     0  con    0  1.0D+00  1.8D-01  1.215D-04  4.567D-01
  657  678     0     0  con    0  1.0D+00  1.3D-01  1.009D-04  4.567D-01
  658  679     0     0  con    0  1.0D+00  8.0D-02  4.543D-05  4.567D-01
  659  680     0     0  con    0  1.0D+00  3.8D-02  5.000D-05  4.567D-01
  660  681     0     0  con    0  1.0D+00  2.5D-02  9.419D-05  4.567D-01
  661  682     0     0  con    0  1.0D+00  4.3D-02  1.765D-04  4.567D-01
  662  683     0     0  con    0  1.0D+00  1.5D-01  3.462D-04  4.567D-01
  663  684     0     0  con    0  1.0D+00  1.7D-01  4.544D-04  4.567D-01
